0.00296608692020239,0.000498649023598746,0.00296608691932886
3.6461510004065e-05,2.63275193119693e-05,3.33368571231067e-05
0.000259380068324845,0.000116686989383331,0.000259186142065163
0.000117440190490794,5.31905485505697e-05,0.00011514095997463
5.82726241598647e-05,4.13021277794565e-05,5.62876103803921e-05
0.00443444760823534,0.000295261366232797,0.00443273893261318
8.87367371574705e-05,3.37588056302885e-05,8.8736736320675e-05
3.69951631546301e-05,2.60493086380954e-05,3.68104906070346e-05
0.000167868152181893,5.72906279607688e-05,0.000167862317289318
0.000497642392704025,8.64161615367839e-05,0.000497642392669845
0.00034983481424247,8.83514850038801e-05,0.000349834814155735
0.000710230925311569,6.05163216508595e-05,0.000710228350511208
0.000290189019481514,7.85473618955596e-05,0.000290189019468791
0.000155155172213823,6.13541941717163e-05,0.000155155171068061
0.000187267135447717,9.40401207399851e-05,0.00018726713533688
0.000155996221606022,4.76864253548681e-05,0.000155993220457941
8.88402963039861e-05,1.58249158227752e-05,8.88402963019594e-05
0.000114662091643925,2.1510044083453e-05,0.000114662091637767
0.000179040182300706,3.27864661818307e-05,0.000179040182299192
0.00044724393437755,4.3573010938516e-05,0.000447243879526347
4.43427949453397e-06,1.98781375098299e-06,4.43427949453397e-06
6.03177196216913e-05,1.67793041196694e-05,6.03177196216913e-05
0.000472288875266342,0.000152769711207732,0.00047158088075544
8.47332553085496e-05,4.68830384691512e-05,8.45916361968568e-05
0.000848587093272196,7.22881468433501e-05,0.000848587093271505
0.00272815246894012,0.000397193444050636,0.00272815246892962
0.000863075725156218,0.00011050695553546,0.0008630757250323
2.59225424311125e-07,1.31735614158822e-07,2.59179047364935e-07
0.000102652459311672,2.01999053816683e-05,0.000102652458968889
0.000117818506420734,5.4646503197202e-05,0.000117816804025612
2.14642377632385e-05,1.27351778524338e-05,2.14639859512353e-05
0.00102085855429273,4.15458009066778e-05,0.00102085855429227
0.000235481211118396,4.692509319438e-05,0.00023548121111639
0.000947662900883389,0.000146600138288257,0.00094766289259486
0.000343881449415549,6.22226505243356e-05,0.000343881449373525
0.000700028434451934,0.000137301914232327,0.00070002843444813
0.000352513859668293,2.89641381594878e-05,0.000352513859668293
0.000853546695692765,0.000171188524705045,0.00085354669563437
0.000438965122208805,0.000132121164868569,0.000438965122187806
0.000692308320654695,3.02482493565296e-06,0.000692308320654636
0.000245745485382915,4.4168682047931e-06,0.000245745485382914
0.00092439205919013,5.4060210310222e-05,0.000924392059189018
1.93426471243393e-05,8.46380723004016e-06,1.93403317380512e-05
0.000387383821089717,9.49460799857317e-06,0.000387383821089717
0,0,0
0.00281633288249823,0.000626689090787897,0.00281633288193616
0.000187774238436105,7.70987195878292e-05,0.000180408094101444
0.00446230074961802,0.00171678659616573,0.00426607473308101
0.0105270884926105,0.00638174302825314,0.00746279481313347
0.000547918712779546,0.000441216154947388,0.000252396563332317
0.0047624100018583,0.000432987990699806,0.0047624100011958
4.46486249942105e-05,1.79341907496365e-05,4.46484368145954e-05
0.00026235011222515,0.000149498684988802,0.000248654327646471
0.000234699471976578,9.55224724950913e-05,0.000234190086452958
0.000385967836151321,0.000131896517876129,0.000382810876656762
0.000279309201543572,0.000115393481868464,0.00027858470747878
0.0002496996120575,2.83052946209187e-05,0.000249686904179118
0.000232924390736937,9.17756793147897e-05,0.000232909059848438
0.000347051733394439,0.000199996325113926,0.000332739309485517
0.00149894615300835,0.000576433729339452,0.00148970930394931
0.000638895636930062,0.000276240675802031,0.000629590736326182
0.000115695278916468,3.45026963374958e-05,0.000115694635137213
9.86145520439929e-05,3.58289520831574e-05,9.86145174279985e-05
0.000197571419396821,5.69374847434481e-05,0.000197571144223377
0.000133195344212498,1.44857394716989e-05,0.000133195344190205
0.000296342427790341,6.2818935735438e-05,0.000296342425505473
0.000561067915796981,0.000172094975060119,0.000561067915796981
0.00142338577647435,0.000742747614729459,0.00139204363108843
0.000955171323875136,0.000523141220517911,0.000808588845468061
0.0132769721560081,0.0039893217393557,0.0126272015757955
0.010735130922353,0.0010266757045223,0.0107351309219466
0.00183972541370392,0.000594732578048938,0.0018316256711239
0.000447806597121686,0.00029965628767303,0.00032110039258093
0.000433669445460416,0.000118109362580326,0.000429147311351999
0.00147808687407907,0.000421533485330843,0.00147567070393399
0.000247378832730014,0.00014637388859239,0.000233804252465048
0.0027125365553655,0.000168707935907897,0.0027125365551346
